pod_name,timestamp,total,active,idle,gc_candidates,zombie
active-0,20250918_201357,1,0,1,0,0
active-1,20250918_201358,1,0,1,0,0
active-10,20250918_201358,1,0,1,0,0
active-11,20250918_201359,1,0,1,0,0
active-12,20250918_201400,1,1,0,0,0
active-13,20250918_201400,1,0,1,0,0
active-14,20250918_201401,1,0,1,0,0
active-15,20250918_201401,1,0,1,0,0
active-16,20250918_201401,1,0,1,0,0
active-17,20250918_201402,1,0,1,0,0
active-18,20250918_201402,1,0,1,0,0
active-19,20250918_201403,1,1,0,0,0
active-2,20250918_201403,1,0,1,0,0
active-20,20250918_201404,1,0,1,0,0
active-21,20250918_201404,1,0,1,0,0
active-22,20250918_201405,1,1,0,0,0
active-23,20250918_201406,1,1,0,0,0
active-24,20250918_201406,1,0,1,0,0
active-25,20250918_201407,1,0,1,0,0
active-26,20250918_201408,1,1,0,0,0
active-27,20250918_201408,1,0,1,0,0
active-28,20250918_201409,1,0,1,0,0
active-29,20250918_201409,1,0,1,0,0
active-3,20250918_201410,1,1,0,0,0
active-30,20250918_201411,1,0,1,0,0
active-31,20250918_201411,1,0,1,0,0
active-32,20250918_201412,1,0,1,0,0
active-33,20250918_201412,1,0,1,0,0
active-34,20250918_201413,1,0,1,0,0
active-4,20250918_201413,1,0,1,0,0
active-5,20250918_201414,1,0,1,0,0
active-6,20250918_201414,1,0,1,0,0
active-7,20250918_201415,1,1,0,0,0
active-8,20250918_201416,1,1,0,0,0
active-9,20250918_201416,1,0,1,0,0
idle-0,20250918_201416,1,0,1,0,0
idle-1,20250918_201417,1,0,1,0,0
idle-10,20250918_201417,1,0,1,0,0
idle-11,20250918_201418,1,0,1,0,0
idle-12,20250918_201418,1,0,1,0,0
idle-13,20250918_201418,1,0,1,0,0
idle-14,20250918_201419,1,0,1,0,0
idle-15,20250918_201420,1,0,1,0,0
idle-16,20250918_201420,1,0,1,0,0
idle-17,20250918_201420,1,0,1,0,0
idle-18,20250918_201421,1,0,1,0,0
idle-19,20250918_201421,1,0,1,0,0
idle-2,20250918_201422,1,0,1,0,0
idle-20,20250918_201423,1,0,1,0,0
idle-21,20250918_201424,1,0,1,0,0
idle-22,20250918_201424,1,0,1,0,0
idle-23,20250918_201425,1,0,1,0,0
idle-24,20250918_201425,1,0,1,0,0
idle-25,20250918_201426,1,0,1,0,0
idle-26,20250918_201426,1,0,1,0,0
idle-27,20250918_201426,1,0,1,0,0
idle-28,20250918_201427,1,0,1,0,0
idle-29,20250918_201427,1,0,1,0,0
idle-3,20250918_201428,1,0,1,0,0
idle-30,20250918_201428,1,0,1,0,0
idle-31,20250918_201429,1,0,1,0,0
idle-32,20250918_201429,1,0,1,0,0
idle-33,20250918_201429,1,0,1,0,0
idle-34,20250918_201430,1,0,1,0,0
idle-35,20250918_201430,1,0,1,0,0
idle-36,20250918_201430,1,0,1,0,0
idle-37,20250918_201431,1,0,1,0,0
idle-38,20250918_201431,1,0,1,0,0
idle-39,20250918_201431,1,0,1,0,0
idle-4,20250918_201432,1,0,1,0,0
idle-40,20250918_201432,1,0,1,0,0
idle-41,20250918_201433,1,0,1,0,0
idle-42,20250918_201433,1,0,1,0,0
idle-43,20250918_201434,1,0,1,0,0
idle-44,20250918_201434,1,0,1,0,0
idle-45,20250918_201434,1,0,1,0,0
idle-46,20250918_201435,1,0,1,0,0
idle-47,20250918_201435,1,0,1,0,0
idle-48,20250918_201435,1,0,1,0,0
idle-49,20250918_201435,1,0,1,0,0
idle-5,20250918_201436,1,0,1,0,0
idle-50,20250918_201436,1,0,1,0,0
idle-51,20250918_201437,1,0,1,0,0
idle-52,20250918_201437,1,0,1,0,0
idle-53,20250918_201438,1,0,1,0,0
idle-54,20250918_201438,1,0,1,0,0
idle-55,20250918_201438,1,0,1,0,0
idle-56,20250918_201439,1,0,1,0,0
idle-57,20250918_201439,1,0,1,0,0
idle-58,20250918_201440,1,0,1,0,0
idle-59,20250918_201440,1,0,1,0,0
idle-6,20250918_201440,1,0,1,0,0
idle-60,20250918_201441,1,0,1,0,0
idle-61,20250918_201441,1,0,1,0,0
idle-62,20250918_201441,1,0,1,0,0
idle-63,20250918_201442,1,0,1,0,0
