pod_name,,state,reason,cpu_activity
idle-60,2,ACTIVE,low_cpu_activity_1h,0.0
idle-60,3,IDLE,very_low_cpu_activity_1h,0.0
idle-60,4,IDLE,very_low_cpu_activity_1h,0.0
idle-60,5,IDLE,very_low_cpu_activity_1h,0.0
idle-60,6,IDLE,very_low_cpu_activity_1h,0.0
idle-60,7,IDLE,very_low_cpu_activity_1h,0.0
idle-60,8,IDLE,very_low_cpu_activity_1h,0.0
idle-60,9,IDLE,very_low_cpu_activity_1h,0.0
idle-61,0,IDLE,cpu_activity_None,
idle-61,1,IDLE,very_low_cpu_activity_1h,0.0
idle-61,2,IDLE,very_low_cpu_activity_1h,0.0
idle-61,3,IDLE,very_low_cpu_activity_1h,0.0
idle-61,4,IDLE,very_low_cpu_activity_1h,0.0
idle-61,5,IDLE,very_low_cpu_activity_1h,0.0
idle-61,6,ACTIVE,low_cpu_activity_1h,0.0
idle-61,7,ACTIVE,low_cpu_activity_1h,0.0
idle-61,8,IDLE,very_low_cpu_activity_1h,0.0
idle-61,9,IDLE,very_low_cpu_activity_1h,0.0
idle-62,0,IDLE,cpu_activity_None,
idle-62,1,IDLE,very_low_cpu_activity_1h,0.0
idle-62,2,IDLE,very_low_cpu_activity_1h,0.0
idle-62,3,IDLE,very_low_cpu_activity_1h,0.0
idle-62,4,IDLE,very_low_cpu_activity_1h,0.0
idle-62,5,IDLE,very_low_cpu_activity_1h,0.0
idle-62,6,IDLE,very_low_cpu_activity_1h,0.0
idle-62,7,IDLE,very_low_cpu_activity_1h,0.0
idle-62,8,ACTIVE,low_cpu_activity_1h,0.0
idle-62,9,IDLE,very_low_cpu_activity_1h,0.0
idle-63,0,IDLE,cpu_activity_None,
idle-63,1,IDLE,very_low_cpu_activity_1h,0.0
idle-63,2,IDLE,very_low_cpu_activity_1h,0.0
idle-63,3,IDLE,very_low_cpu_activity_1h,0.0
idle-63,4,IDLE,very_low_cpu_activity_1h,0.0
idle-63,5,IDLE,very_low_cpu_activity_1h,0.0
idle-63,6,IDLE,very_low_cpu_activity_1h,0.0
idle-63,7,IDLE,very_low_cpu_activity_1h,0.0
idle-63,8,IDLE,very_low_cpu_activity_1h,0.0
idle-63,9,IDLE,very_low_cpu_activity_1h,0.0
idle-64,0,IDLE,cpu_activity_None,
idle-64,1,IDLE,very_low_cpu_activity_1h,0.0
idle-64,2,IDLE,very_low_cpu_activity_1h,0.0
idle-64,3,IDLE,very_low_cpu_activity_1h,0.0
idle-64,4,IDLE,very_low_cpu_activity_1h,0.0
idle-64,5,IDLE,very_low_cpu_activity_1h,0.0
idle-64,6,IDLE,very_low_cpu_activity_1h,0.0
idle-64,7,ACTIVE,low_cpu_activity_1h,0.0
idle-64,8,IDLE,very_low_cpu_activity_1h,0.0
idle-64,9,IDLE,very_low_cpu_activity_1h,0.0
idle-7,0,IDLE,cpu_activity_None,
idle-7,1,IDLE,very_low_cpu_activity_1h,0.0
idle-7,2,IDLE,very_low_cpu_activity_1h,0.0
idle-7,3,IDLE,very_low_cpu_activity_1h,0.0
idle-7,4,ACTIVE,low_cpu_activity_1h,0.0
idle-7,5,IDLE,very_low_cpu_activity_1h,0.0
idle-7,6,IDLE,very_low_cpu_activity_1h,0.0
idle-7,7,IDLE,very_low_cpu_activity_1h,0.0
idle-7,8,IDLE,very_low_cpu_activity_1h,0.0
idle-7,9,IDLE,very_low_cpu_activity_1h,0.0
idle-8,0,IDLE,cpu_activity_None,
idle-8,1,IDLE,very_low_cpu_activity_1h,0.0
idle-8,2,IDLE,very_low_cpu_activity_1h,0.0
idle-8,3,IDLE,very_low_cpu_activity_1h,0.0
idle-8,4,IDLE,very_low_cpu_activity_1h,0.0
idle-8,5,IDLE,very_low_cpu_activity_1h,0.0
idle-8,6,IDLE,very_low_cpu_activity_1h,0.0
idle-8,7,IDLE,very_low_cpu_activity_1h,0.0
idle-8,8,IDLE,very_low_cpu_activity_1h,0.0
idle-8,9,IDLE,very_low_cpu_activity_1h,0.0
idle-9,0,IDLE,cpu_activity_None,
idle-9,1,IDLE,very_low_cpu_activity_1h,0.0
idle-9,2,ACTIVE,low_cpu_activity_1h,0.0
idle-9,3,IDLE,very_low_cpu_activity_1h,0.0
idle-9,4,IDLE,very_low_cpu_activity_1h,0.0
idle-9,5,IDLE,very_low_cpu_activity_1h,0.0
idle-9,6,IDLE,very_low_cpu_activity_1h,0.0
idle-9,7,IDLE,very_low_cpu_activity_1h,0.0
idle-9,8,IDLE,very_low_cpu_activity_1h,0.0
idle-9,9,IDLE,very_low_cpu_activity_1h,0.0
